,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,OverageMinutes,RoamingCalls,DroppedCalls,CustomerCareCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,CallForwardingCalls,CallWaitingCalls,MonthsInService,Age,CreditRating,PrizmCode,Occupation,MaritalStatus
22352,Yes,44,87,41,0,0,1,0,5,4,0,5,5,0,0,15,36,4-Medium,Suburban,Other,No
22353,No,69,752,60,52,0,6,1,357,15,1,87,97,0,0,15,56,4-Medium,Other,Other,Yes
22354,Yes,56,376,60,0,2,8,0,108,75,5,89,116,0,3,15,56,3-Good,Suburban,Other,Yes
22355,Yes,81,814,40,87,0,14,3,262,20,5,341,102,0,3,21,55,4-Medium,Other,Other,No
22356,Yes,45,0,45,0,0,0,0,0,0,0,0,0,0,0,17,60,2-High,Suburban,Other,Yes
22357,Yes,54,102,64,0,0,1,0,59,5,2,26,4,0,0,21,28,2-High,Suburban,Other,Yes
22358,Yes,34,200,30,0,0,17,0,34,15,0,26,13,0,0,17,58,4-Medium,Other,Other,Unknown
22359,No,37,361,30,0,0,3,1,111,53,47,53,123,0,1,15,59,2-High,Other,Other,No
22360,Yes,55,232,50,6,0,7,0,21,12,0,50,21,0,0,17,50,3-Good,Suburban,Other,Yes
22361,No,29,33,40,0,0,0,0,2,1,0,10,2,0,0,21,44,5-Low,Suburban,Other,Unknown
22362,No,36,304,30,10,0,3,0,25,8,2,79,40,0,0,15,62,5-Low,Suburban,Other,No
22363,No,139,1387,109,51,0,15,1,220,60,1,209,97,0,2,19,63,1-Highest,Other,Other,Unknown
22364,No,219,602,126,220,0,12,6,375,115,20,348,173,0,2,21,50,6-VeryLow,Other,Student,No
22365,No,50,292,30,39,0,10,0,49,43,19,139,27,0,0,19,20,5-Low,Other,Other,Unknown
22366,No,108,1756,60,172,2,38,7,315,167,38,238,370,0,1,21,44,3-Good,Other,Other,Unknown
22367,No,36,284,30,0,2,0,0,0,0,0,0,0,0,0,21,22,7-Lowest,Other,Other,Unknown
22368,No,100,1455,71,1,0,41,3,415,65,14,153,206,0,9,15,23,4-Medium,Suburban,Other,Unknown
22369,No,31,80,30,5,0,3,0,0,3,0,8,6,0,0,21,58,2-High,Town,Other,Yes
22370,Yes,51,580,60,0,0,2,2,178,61,19,78,199,0,5,15,56,3-Good,Suburban,Professional,Yes
22371,No,32,300,30,3,0,7,0,49,40,2,64,72,0,2,17,52,2-High,Suburban,Professional,No
22372,No,53,725,45,12,0,10,0,400,24,8,91,181,0,0,15,27,3-Good,Other,Other,Unknown
22373,Yes,84,1065,50,83,0,13,2,472,5,9,250,432,0,18,15,44,3-Good,Other,Other,No
22374,No,35,156,30,14,0,1,1,32,17,1,58,1,0,0,17,40,2-High,Suburban,Other,Yes
22375,No,58,467,60,0,0,5,4,106,42,13,107,109,0,0,17,32,3-Good,Other,Other,No
22376,No,31,153,30,2,0,1,0,7,11,0,45,26,0,0,15,24,2-High,Other,Other,No
22377,Yes,59,708,30,70,0,13,0,217,26,8,124,169,0,0,15,32,3-Good,Other,Professional,Yes
22378,No,34,118,30,8,0,0,0,2,4,0,27,15,0,0,17,33,3-Good,Town,Other,Unknown
22379,No,34,234,31,0,0,2,0,47,13,4,58,67,0,0,15,46,3-Good,Town,Clerical,No
22380,Yes,39,3,43,0,0,0,2,0,0,0,4,0,0,0,19,35,7-Lowest,Other,Other,Unknown
22381,No,48,529,46,32,0,7,0,131,47,20,153,147,0,0,17,84,4-Medium,Suburban,Other,Yes
22382,Yes,78,636,75,0,0,3,0,244,55,33,162,170,0,11,15,52,2-High,Other,Professional,Yes
22383,No,30,101,40,0,0,0,0,26,14,0,35,15,0,0,17,56,3-Good,Suburban,Professional,Yes
22384,No,42,819,50,13,0,10,2,176,77,26,114,157,0,3,21,39,2-High,Other,Other,Unknown
22385,No,46,410,45,0,0,2,0,148,30,14,81,110,0,1,19,32,3-Good,Other,Other,Unknown
22386,No,68,351,65,0,0,2,2,31,25,0,56,42,0,0,15,41,2-High,Town,Other,Unknown
22387,No,30,98,30,0,0,3,0,28,6,0,22,14,0,0,17,40,4-Medium,Town,Professional,Yes
22388,No,88,852,41,110,0,8,4,151,17,0,78,103,0,0,19,34,4-Medium,Other,Crafts,No
22389,Yes,62,861,45,78,0,16,1,438,76,26,99,193,0,5,19,40,2-High,Town,Other,Yes
22390,Yes,33,111,30,0,0,0,0,5,3,0,10,9,0,0,15,45,2-High,Suburban,Other,Unknown
22391,No,50,168,50,0,0,0,0,22,4,6,39,11,0,0,21,30,1-Highest,Suburban,Student,Yes
22392,No,33,204,30,0,0,1,1,31,8,1,51,26,0,0,19,40,4-Medium,Suburban,Other,Yes
22393,Yes,50,244,50,0,0,4,0,17,5,0,60,31,0,0,17,52,4-Medium,Other,Other,Yes
22394,No,29,36,30,0,0,0,0,7,0,0,9,9,0,0,17,40,1-Highest,Other,Professional,No
22395,No,22,18,17,5,0,0,0,0,0,0,8,2,0,0,17,40,1-Highest,Other,Professional,No
22396,No,56,251,55,0,0,8,0,76,25,4,41,51,0,0,15,51,4-Medium,Suburban,Other,No
22397,No,29,59,20,23,0,0,0,1,2,0,18,9,0,0,15,62,2-High,Suburban,Retired,Yes
22398,Yes,45,337,30,39,0,12,0,38,26,6,110,40,0,0,19,52,3-Good,Other,Professional,Yes
22399,No,20,0,30,0,0,0,0,0,0,0,0,0,0,0,15,72,2-High,Town,Other,Unknown
22400,No,10,292,10,0,0,7,1,54,14,6,34,46,0,1,15,48,3-Good,Suburban,Professional,No
22401,Yes,44,251,22,37,0,10,0,37,12,0,126,56,0,0,15,44,5-Low,Other,Other,Yes
22402,No,38,153,40,0,1,4,0,71,5,6,33,44,0,0,21,57,2-High,Other,Other,Unknown
22403,No,95,1707,85,41,0,0,0,0,0,0,0,0,0,0,19,60,3-Good,Suburban,Other,Unknown
22404,No,43,255,50,0,0,1,0,77,9,3,43,14,0,0,21,64,4-Medium,Rural,Other,No
22405,Yes,59,451,45,70,0,2,0,1,5,0,37,28,0,0,19,60,3-Good,Other,Other,Unknown
22406,No,77,556,40,111,0,4,0,53,21,5,147,46,0,0,19,50,2-High,Other,Professional,Unknown
22407,No,70,430,60,24,8,5,0,128,38,1,126,42,0,1,21,40,2-High,Suburban,Other,Unknown
22408,No,37,468,40,0,7,1,6,12,0,0,36,20,0,0,17,44,2-High,Other,Other,No
22409,No,70,1474,75,6,0,22,0,430,112,131,395,371,0,20,15,52,7-Lowest,Other,Other,Unknown
22410,No,26,201,34,0,0,4,0,44,0,4,12,29,0,0,21,46,2-High,Other,Other,No
22411,No,61,648,60,0,0,2,3,226,34,16,74,99,0,3,19,21,5-Low,Suburban,Other,Unknown
22412,No,147,1490,70,221,0,16,7,541,53,25,257,135,0,15,17,54,4-Medium,Suburban,Other,No
22413,Yes,51,352,50,5,2,2,0,53,4,8,34,15,0,0,21,44,5-Low,Suburban,Other,Yes
22414,No,127,689,66,196,2,4,0,180,5,0,99,19,0,0,21,44,5-Low,Other,Other,Yes
22415,No,132,1354,70,205,0,3,9,498,53,23,185,155,0,9,17,25,5-Low,Other,Other,Unknown
22416,Yes,57,474,30,69,0,10,1,148,62,12,194,120,0,0,15,48,4-Medium,Other,Other,Unknown
22417,No,12,28,12,0,0,2,0,0,2,0,6,1,0,0,21,48,3-Good,Other,Other,No
22418,No,35,230,45,0,0,0,0,0,0,0,0,0,0,0,19,30,2-High,Suburban,Professional,Yes
22419,No,35,33,45,0,0,0,0,0,8,0,11,7,0,0,19,52,2-High,Other,Other,Yes
22420,No,117,1546,85,140,1,3,2,592,25,4,451,126,0,11,15,36,4-Medium,Suburban,Professional,Yes
22421,No,31,91,30,0,0,1,0,7,4,0,14,23,0,0,21,31,1-Highest,Town,Other,Unknown
22422,No,69,842,50,56,0,6,2,443,22,31,113,59,0,1,17,60,5-Low,Suburban,Other,No
22423,No,78,505,85,0,0,1,0,138,17,0,126,78,0,0,17,44,2-High,Town,Professional,Yes
22424,No,70,1102,42,11,0,20,2,409,149,70,175,471,0,1,17,22,4-Medium,Other,Other,No
22425,No,69,486,80,0,0,3,0,131,18,8,68,92,0,1,19,80,2-High,Other,Other,Yes
22426,No,34,118,30,0,0,1,0,15,5,0,15,39,0,0,21,28,2-High,Other,Other,Yes
22427,Yes,55,152,50,0,0,1,0,53,13,5,35,14,0,0,15,37,5-Low,Other,Other,Unknown
22428,No,35,178,45,0,0,0,0,20,12,0,19,27,0,0,17,56,2-High,Rural,Clerical,Yes
22429,Yes,52,1198,48,17,0,18,7,260,93,39,241,164,0,2,21,24,2-High,Town,Other,Unknown
22430,Yes,27,196,30,0,0,1,0,88,1,0,35,21,0,0,21,40,5-Low,Suburban,Other,Unknown
22431,Yes,63,735,30,94,0,4,0,280,9,9,116,140,0,1,15,41,3-Good,Town,Other,No
22432,No,54,339,60,0,0,4,0,74,34,3,86,74,0,0,17,42,2-High,Other,Other,Unknown
22433,No,42,144,33,0,0,1,0,0,0,0,18,8,0,0,19,58,2-High,Suburban,Professional,No
22434,No,76,1080,85,0,0,15,0,133,67,11,227,145,0,3,17,48,3-Good,Other,Self,No
22435,No,55,184,52,0,0,2,0,96,13,5,26,31,0,0,19,26,2-High,Other,Other,No
22436,Yes,56,1008,60,0,0,8,0,263,50,13,109,80,0,0,21,46,7-Lowest,Suburban,Other,Unknown
22437,Yes,163,915,88,215,0,5,1,198,66,28,158,75,0,7,15,60,3-Good,Suburban,Other,Yes
22438,Yes,73,654,40,94,0,6,0,187,25,12,199,147,0,0,15,28,4-Medium,Other,Professional,No
22439,Yes,100,1350,75,92,0,11,1,110,67,20,293,66,0,8,19,36,3-Good,Town,Clerical,Unknown
22440,No,37,78,35,5,0,3,0,3,9,1,17,11,0,0,19,50,7-Lowest,Suburban,Other,No
22441,Yes,81,254,75,1,0,7,0,48,25,11,66,24,0,0,17,26,5-Low,Other,Other,No
22442,Yes,42,529,35,26,0,14,0,266,42,40,135,114,0,3,21,52,4-Medium,Other,Other,Unknown
22443,No,40,1013,10,121,0,12,0,236,21,17,170,46,0,0,15,24,3-Good,Other,Other,Unknown
22444,No,63,795,60,28,1,31,2,107,65,9,180,95,0,3,17,40,3-Good,Rural,Student,No
22445,No,41,307,50,0,0,1,2,119,18,8,76,32,0,0,19,55,5-Low,Town,Other,Unknown
22446,No,53,828,65,0,0,5,2,160,53,14,161,127,0,4,15,26,2-High,Suburban,Other,Yes
22447,No,73,443,75,0,0,0,0,111,18,1,132,21,0,1,21,36,3-Good,Town,Other,Yes
22448,No,92,1014,95,10,0,2,0,512,44,33,251,85,0,9,21,50,2-High,Suburban,Other,Yes
22449,Yes,30,286,30,0,0,18,0,71,14,0,95,100,0,4,17,59,5-Low,Other,Other,Unknown
22450,Yes,125,947,50,234,0,24,4,226,38,0,181,202,0,0,15,60,5-Low,Other,Other,Unknown
22451,No,16,72,28,4,0,1,0,4,1,0,13,7,0,0,19,61,4-Medium,Suburban,Other,No
22452,No,39,242,30,9,0,1,0,17,1,0,43,19,0,0,17,62,3-Good,Other,Other,Unknown
22453,No,29,49,30,0,0,1,0,0,0,0,18,10,0,0,21,50,3-Good,Other,Professional,Yes
22454,No,46,767,45,0,0,6,0,225,53,29,223,96,0,5,19,28,2-High,Suburban,Crafts,Yes
22455,No,17,14,17,0,0,0,0,0,0,0,5,1,0,0,15,76,2-High,Other,Retired,Yes
22456,Yes,20,1,20,0,0,0,0,0,0,0,0,0,0,0,15,42,2-High,Town,Other,Yes
22457,Yes,49,265,30,56,0,22,0,45,36,1,146,24,0,0,15,34,1-Highest,Other,Other,Unknown
22458,No,84,704,80,36,0,3,5,134,10,4,61,56,0,0,15,34,2-High,Rural,Other,Yes
22459,No,50,83,50,0,0,0,0,19,15,0,38,9,0,0,17,52,3-Good,Other,Other,Yes
22460,Yes,54,347,50,0,0,2,1,74,5,0,62,28,0,0,17,56,2-High,Town,Other,No
22461,No,31,160,30,0,0,2,0,20,5,0,37,23,0,0,21,34,2-High,Town,Other,Yes
22462,Yes,64,733,45,120,0,7,3,349,54,0,131,146,0,3,19,28,2-High,Suburban,Other,Yes
22463,No,127,393,82,40,0,4,1,133,58,12,159,54,0,0,21,28,3-Good,Other,Other,Unknown
22464,Yes,21,168,20,0,1,3,1,62,30,7,73,32,0,0,17,34,2-High,Other,Other,Yes
22465,No,30,176,30,0,0,2,3,3,15,2,37,23,0,0,21,54,3-Good,Suburban,Professional,Unknown
22466,Yes,48,1033,45,34,0,6,3,146,17,5,57,108,0,4,21,31,2-High,Other,Other,Unknown
22467,No,44,1473,35,34,0,16,3,344,56,6,179,495,0,0,21,20,6-VeryLow,Other,Other,No
22468,No,167,1263,47,295,0,2,4,399,99,62,237,294,0,9,17,26,5-Low,Other,Clerical,No
22469,No,52,265,30,64,0,3,0,88,12,0,79,9,0,0,19,40,4-Medium,Suburban,Other,No
22470,No,28,176,30,0,0,1,0,36,19,12,42,30,0,0,15,35,2-High,Other,Other,Unknown
22471,Yes,50,212,50,0,0,0,0,18,6,0,21,20,0,0,19,28,3-Good,Suburban,Other,No
22472,No,43,202,40,28,0,3,0,73,14,3,57,5,0,0,17,44,4-Medium,Suburban,Other,Yes
22473,No,109,1130,29,220,0,17,5,541,19,0,109,167,0,8,17,38,4-Medium,Town,Other,Unknown
22474,No,30,180,30,0,0,3,0,59,8,4,38,23,0,0,17,46,3-Good,Other,Other,No
22475,No,100,762,85,64,0,4,0,147,7,3,175,59,0,0,17,54,1-Highest,Suburban,Professional,Yes
22476,Yes,45,80,45,0,0,2,0,16,14,2,16,20,0,0,19,40,1-Highest,Suburban,Professional,No
22477,No,54,536,60,0,0,2,0,144,33,1,78,117,0,2,15,50,2-High,Town,Other,Yes
22478,No,29,141,30,0,0,3,0,21,8,4,24,10,0,0,21,52,2-High,Other,Professional,Yes
22479,No,122,498,108,32,9,14,0,124,39,8,118,53,0,1,15,44,1-Highest,Town,Other,Yes
22480,No,96,1216,54,112,0,6,14,674,25,5,136,182,0,6,21,22,4-Medium,Town,Other,No
22481,No,37,158,30,0,6,5,0,42,5,0,38,8,0,0,15,38,2-High,Other,Other,Yes
22482,Yes,55,630,60,18,0,10,1,49,20,0,106,45,0,0,19,32,2-High,Town,Professional,No
22483,No,33,100,30,0,0,5,0,8,12,0,29,16,0,0,15,34,2-High,Suburban,Other,Unknown
22484,Yes,44,275,32,30,0,4,0,69,28,6,120,13,0,0,21,30,2-High,Suburban,Other,No
22485,No,106,1012,60,28,1,19,11,57,66,16,127,185,0,3,15,50,4-Medium,Other,Other,Unknown
22486,No,42,406,32,19,3,4,0,113,18,1,75,28,0,0,15,26,3-Good,Suburban,Other,No
22487,Yes,82,940,75,0,0,3,1,250,68,48,227,136,0,3,17,58,2-High,Suburban,Other,No
22488,Yes,46,553,30,0,0,4,0,10,15,0,18,46,0,0,19,48,5-Low,Town,Other,Yes
22489,Yes,9,411,9,0,0,1,3,108,11,12,99,62,0,1,21,34,3-Good,Suburban,Crafts,Yes
22490,No,78,1043,60,89,0,35,0,319,107,47,205,184,0,1,15,62,4-Medium,Suburban,Other,Yes
22491,No,24,216,10,55,0,2,0,53,14,9,37,54,0,0,17,20,3-Good,Other,Other,No
22492,Yes,10,36,10,0,0,1,8,5,0,0,17,10,0,0,15,57,2-High,Town,Other,Unknown
22493,No,36,73,45,0,0,3,0,2,2,0,16,3,0,0,21,36,2-High,Town,Crafts,Yes
22494,No,44,44,43,0,0,0,0,0,0,0,1,1,0,0,15,60,2-High,Other,Other,No
22495,No,69,755,60,64,4,2,2,161,17,10,117,50,0,2,19,34,5-Low,Suburban,Other,Unknown
22496,Yes,109,1388,60,117,0,48,23,558,59,31,220,297,0,1,15,61,5-Low,Other,Other,Unknown
22497,No,62,1114,60,0,0,5,0,161,52,22,88,120,0,3,17,62,5-Low,Other,Other,Unknown
22498,No,49,721,50,0,0,20,0,332,75,45,230,184,0,0,17,63,2-High,Other,Other,Unknown
22499,No,105,921,102,0,0,1,0,137,14,0,83,65,0,1,15,50,5-Low,Rural,Other,Yes
22500,Yes,40,762,45,7,0,9,8,297,21,9,98,166,0,10,17,42,2-High,Other,Other,No
22501,No,13,61,10,0,0,2,0,3,3,0,18,12,0,0,19,40,2-High,Town,Professional,Yes
22502,No,10,91,10,0,0,0,0,4,0,1,14,13,0,0,21,46,2-High,Town,Other,Yes
22503,No,75,812,75,0,0,11,0,161,72,7,206,61,0,4,21,52,3-Good,Suburban,Professional,Yes
22504,No,65,301,20,13,0,8,3,37,27,3,43,69,0,0,21,32,7-Lowest,Other,Other,Unknown
22505,Yes,48,203,45,38,0,0,0,238,8,2,66,2,0,0,21,36,2-High,Suburban,Other,No
22506,Yes,48,327,30,50,0,8,0,87,6,6,120,34,0,0,19,52,4-Medium,Suburban,Professional,No
22507,No,51,231,50,0,0,2,0,46,8,0,41,40,0,0,19,27,3-Good,Other,Other,Unknown
22508,No,116,535,97,4,0,7,2,71,13,11,64,53,0,1,15,28,5-Low,Town,Other,Unknown
22509,Yes,60,280,44,23,0,8,1,41,10,0,38,39,0,0,19,28,4-Medium,Other,Professional,No
22510,Yes,51,313,40,30,0,4,0,68,29,8,43,61,0,1,15,56,2-High,Suburban,Other,No
22511,No,29,42,30,0,0,0,0,0,0,0,9,4,0,0,17,56,4-Medium,Other,Professional,Yes
22512,No,215,1240,68,443,0,16,1,459,90,16,239,351,0,2,15,50,3-Good,Other,Other,Unknown
22513,No,75,653,70,12,0,18,4,100,29,1,265,2,0,0,21,52,4-Medium,Rural,Other,Unknown
22514,Yes,93,574,85,0,1,3,0,99,25,20,74,87,0,1,15,34,5-Low,Other,Other,No
22515,No,29,38,30,0,0,0,1,0,4,0,7,3,0,0,19,68,2-High,Town,Retired,Yes
22516,Yes,72,831,30,46,0,16,0,265,81,38,288,284,0,0,19,74,2-High,Other,Other,Yes
22517,Yes,50,485,50,1,0,11,0,59,13,1,100,50,0,0,19,37,3-Good,Suburban,Other,Unknown
22518,Yes,51,235,50,0,0,8,0,30,14,0,74,22,0,0,15,38,2-High,Other,Other,Unknown
22519,No,101,1139,50,134,11,9,1,188,136,30,150,117,0,0,15,56,2-High,Other,Crafts,Yes
22520,No,32,149,32,0,0,1,0,49,2,1,31,8,0,0,21,40,1-Highest,Other,Other,Unknown
22521,Yes,51,404,60,0,0,7,0,57,29,8,94,23,0,2,15,41,2-High,Other,Other,Unknown
22522,Yes,37,1065,45,0,0,2,24,92,41,0,103,131,0,1,17,42,2-High,Other,Other,Unknown
22523,Yes,66,1711,60,30,0,32,10,564,92,139,120,231,0,15,21,43,2-High,Other,Other,Unknown
22524,No,69,645,75,0,0,15,3,134,138,40,123,197,0,0,15,22,3-Good,Other,Other,No
22525,Yes,122,730,50,140,0,8,0,244,61,15,120,61,0,1,19,45,7-Lowest,Other,Other,Unknown
22526,No,38,212,45,0,0,2,0,50,21,2,27,27,0,0,17,46,2-High,Other,Other,Unknown
22527,No,142,1065,17,416,0,66,0,385,37,1,151,236,0,20,19,47,4-Medium,Other,Other,Unknown
22528,No,28,230,30,10,0,2,1,39,4,1,69,22,0,0,19,52,2-High,Other,Other,Yes
22529,Yes,37,222,30,0,0,2,0,26,1,0,22,23,0,0,15,49,2-High,Other,Other,Unknown
22530,No,68,627,70,0,0,1,0,324,5,11,84,58,0,1,17,50,3-Good,Other,Other,Unknown
22531,No,35,261,25,0,0,3,5,7,9,3,34,19,0,0,15,42,5-Low,Other,Other,Unknown
22532,No,30,25,30,0,0,0,0,0,0,0,6,3,0,0,15,52,5-Low,Suburban,Other,Yes
22533,Yes,22,7,22,0,0,0,0,0,0,0,2,1,0,0,19,58,5-Low,Suburban,Professional,No
22534,No,90,639,15,126,4,2,1,106,7,3,54,63,0,0,19,64,4-Medium,Suburban,Other,Yes
22535,No,29,185,30,0,0,1,1,30,11,0,37,34,0,0,17,62,2-High,Suburban,Retired,Yes
22536,Yes,84,589,30,109,0,0,0,110,22,0,71,39,0,0,15,24,2-High,Suburban,Other,No
22537,Yes,30,20,30,0,0,0,0,1,0,0,9,2,0,0,15,28,3-Good,Other,Other,No
22538,No,74,320,30,113,4,4,0,41,14,0,68,17,0,0,21,48,2-High,Suburban,Professional,Yes
22539,No,60,408,60,0,0,3,0,33,8,2,114,55,0,0,15,60,4-Medium,Other,Other,No
22540,Yes,66,628,45,50,0,4,3,179,43,13,92,59,0,3,15,50,3-Good,Town,Professional,Yes
22541,No,38,286,35,7,0,0,0,69,2,0,42,43,0,0,21,28,2-High,Suburban,Other,Unknown
22542,No,62,309,45,51,0,1,0,73,18,10,85,31,0,0,19,30,3-Good,Other,Other,Yes
22543,Yes,66,504,30,98,0,3,0,42,19,0,49,49,0,0,15,20,4-Medium,Other,Professional,No
22544,No,50,502,45,30,0,8,0,114,16,0,49,67,0,2,21,46,3-Good,Other,Other,Yes
22545,No,37,581,45,7,0,1,0,33,10,0,66,38,0,0,21,58,2-High,Suburban,Other,Unknown
22546,No,12,261,11,0,0,2,1,86,9,8,84,78,0,2,19,48,3-Good,Suburban,Other,Yes
22547,No,40,322,32,8,1,4,0,19,13,5,37,15,0,0,17,22,2-High,Rural,Other,Unknown
22548,No,111,1378,95,60,0,41,4,484,137,40,253,126,0,0,17,23,4-Medium,Suburban,Other,Unknown
22549,No,27,154,7,55,0,10,0,46,42,11,89,54,0,0,21,44,4-Medium,Suburban,Other,No
22550,No,52,284,50,0,0,2,1,67,22,7,68,38,0,0,19,54,2-High,Suburban,Professional,No
22551,No,30,254,30,0,0,2,0,54,25,9,60,86,0,3,21,52,2-High,Other,Other,Yes
22552,No,34,296,32,6,0,3,0,1,10,1,65,3,0,0,21,58,3-Good,Other,Other,Yes
22553,No,63,912,50,46,4,4,0,449,16,2,60,30,0,0,21,46,3-Good,Town,Other,Unknown
22554,Yes,61,508,40,64,0,2,3,183,30,32,171,109,0,2,19,29,2-High,Suburban,Other,Unknown
22555,No,50,613,50,0,0,1,0,68,16,9,129,89,0,0,21,40,4-Medium,Other,Other,No
22556,No,54,388,40,51,1,5,0,90,56,2,127,51,0,1,17,54,2-High,Suburban,Professional,Yes
22557,No,14,362,10,16,0,5,0,21,24,6,78,45,0,0,15,62,2-High,Rural,Other,Yes
22558,No,50,374,50,0,0,6,0,10,41,0,61,38,0,0,15,44,1-Highest,Suburban,Other,Unknown
22559,No,105,641,55,133,3,2,1,293,35,1,202,57,0,1,15,34,2-High,Other,Other,Unknown
22560,No,26,49,20,17,0,4,0,7,0,0,12,4,0,0,21,52,4-Medium,Town,Professional,No
22561,No,114,715,61,145,0,8,4,127,25,4,189,118,0,0,17,40,5-Low,Other,Other,Unknown
22562,No,50,387,45,0,0,5,0,53,26,12,140,27,0,1,15,52,3-Good,Suburban,Other,Yes
22563,No,43,264,40,0,0,3,1,89,17,18,77,46,0,0,21,38,5-Low,Other,Other,Unknown
22564,Yes,104,536,95,0,0,2,1,86,15,3,159,13,2,2,17,42,2-High,Suburban,Professional,Yes
22565,No,126,1198,34,245,0,7,1,292,54,31,122,193,0,6,21,40,2-High,Suburban,Other,Unknown
22566,No,37,278,30,0,0,3,10,122,7,0,45,32,0,0,21,54,5-Low,Other,Other,No
22567,No,41,406,45,12,0,3,2,107,31,19,117,75,0,0,19,38,2-High,Other,Other,No
22568,No,30,517,30,0,0,2,1,124,24,3,59,89,0,0,21,80,3-Good,Suburban,Retired,No
22569,No,49,469,45,12,1,2,0,88,19,18,96,88,0,1,17,48,2-High,Town,Other,Yes
22570,Yes,149,1546,85,269,3,3,3,38,33,8,204,45,0,1,19,24,2-High,Town,Student,Yes
22571,Yes,53,397,60,5,0,8,0,32,16,4,79,40,0,0,17,34,2-High,Town,Other,Yes
22572,No,115,1549,115,6,0,22,2,420,67,5,364,282,0,11,15,47,5-Low,Other,Other,Unknown
22573,No,24,60,19,0,0,0,0,2,0,0,6,3,0,0,15,44,5-Low,Other,Other,No
22574,No,25,308,10,37,0,0,0,124,5,7,26,24,0,0,21,40,3-Good,Suburban,Other,Yes
22575,No,46,35,45,4,0,0,0,1,0,1,5,4,0,0,21,32,3-Good,Town,Professional,No
22576,No,29,44,30,0,0,0,0,1,3,0,11,3,0,0,21,50,3-Good,Other,Professional,Unknown
22577,Yes,40,196,30,26,0,1,1,16,1,4,55,4,0,0,19,54,2-High,Other,Other,Yes
22578,Yes,55,244,60,0,0,15,0,63,23,3,27,55,0,0,19,53,5-Low,Suburban,Other,Unknown
22579,Yes,39,128,32,0,6,1,0,23,10,4,34,10,0,0,15,36,1-Highest,Other,Other,Yes
22580,Yes,150,1636,50,408,0,16,0,751,71,19,388,34,0,6,17,30,1-Highest,Suburban,Clerical,Yes
22581,No,35,404,45,0,0,6,3,84,42,3,67,110,0,1,21,26,3-Good,Other,Other,No
22582,No,43,218,30,38,0,3,0,7,19,1,90,19,0,0,17,36,2-High,Suburban,Professional,Unknown
22583,No,29,116,45,0,0,0,0,14,11,2,34,27,0,1,21,40,1-Highest,Suburban,Professional,No
22584,No,30,16,30,0,0,0,0,2,6,0,8,4,0,0,15,44,2-High,Suburban,Other,No
22585,No,34,354,30,0,0,3,0,62,27,5,63,63,0,0,15,32,7-Lowest,Other,Other,Unknown
22586,No,131,872,64,174,0,12,9,92,48,19,165,106,0,5,15,61,5-Low,Other,Other,Unknown
22587,No,30,93,40,0,0,0,0,5,11,0,19,12,0,0,17,50,2-High,Town,Professional,Yes
22588,No,62,670,36,43,0,4,1,76,47,2,85,57,0,0,19,40,5-Low,Other,Clerical,Unknown
22589,Yes,72,462,30,143,0,5,0,148,54,13,82,54,0,1,15,64,5-Low,Suburban,Other,Unknown
22590,No,30,44,30,0,0,1,0,5,0,0,17,10,0,0,21,30,2-High,Suburban,Other,Unknown
22591,No,51,337,45,32,0,6,0,36,7,1,65,43,0,0,19,26,3-Good,Suburban,Professional,Yes
22592,No,18,42,15,4,0,0,0,0,1,0,2,6,0,0,17,22,2-High,Other,Other,Unknown
22593,Yes,46,863,30,42,0,25,8,201,29,4,168,198,0,4,15,23,7-Lowest,Suburban,Other,Unknown
22594,No,122,1892,85,102,0,16,1,612,151,27,220,213,0,9,17,58,3-Good,Other,Professional,Yes
22595,No,38,172,30,0,0,2,1,16,5,4,14,36,0,0,19,36,4-Medium,Suburban,Other,Yes
22596,No,10,10,10,0,0,1,0,0,0,0,6,0,0,0,19,26,5-Low,Suburban,Other,Unknown
22597,No,31,250,27,0,0,0,2,54,12,2,82,45,0,0,19,34,4-Medium,Suburban,Other,Yes
22598,Yes,56,483,43,0,0,2,4,27,13,1,39,23,0,0,21,38,2-High,Other,Other,No
22599,No,30,38,30,0,0,0,0,0,0,0,5,1,0,0,15,74,2-High,Town,Retired,Yes
22600,No,30,61,30,0,0,0,0,5,2,1,16,2,0,0,19,30,2-High,Town,Other,Unknown
22601,No,218,2264,110,320,10,16,0,890,48,3,267,171,0,4,15,31,2-High,Other,Other,Unknown
22602,No,23,480,26,0,1,7,4,102,7,0,62,28,0,0,15,32,5-Low,Rural,Other,Unknown
22603,No,110,904,102,54,0,8,0,72,50,8,178,86,0,2,19,54,3-Good,Town,Professional,No
22604,Yes,29,30,20,16,0,0,0,2,4,2,7,2,0,0,17,62,2-High,Other,Other,Yes
22605,No,107,112,105,3,0,2,0,16,6,3,57,10,0,0,15,28,2-High,Town,Other,Unknown
22606,No,44,374,30,7,0,2,1,42,29,3,72,47,0,1,21,52,4-Medium,Other,Professional,Yes
22607,No,29,106,40,0,0,0,0,0,1,0,7,9,0,0,19,74,2-High,Suburban,Clerical,No
22608,No,28,48,22,0,3,1,0,11,2,0,14,3,0,0,17,48,5-Low,Other,Other,Yes
22609,No,30,26,30,0,0,0,0,0,0,0,6,1,0,0,15,38,4-Medium,Suburban,Clerical,No
